approval_group,approval_id,species_id,display_name,base_species,source,source_identity,official_gen4_types,platinum_redux_types,candidate_class,gba_battle_sprite_state,icon_state,local_preview,approval_status,roster_action,notes,decision,user_notes
1,24,85,Platinum Redux Dodrio,Dodrio,Platinum Redux 2.9.3 TC6,National Dex 085 changed-type visual,Normal/Flying,Ground/Flying,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/024_085_DODRIO/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
1,25,87,Platinum Redux Dewgong,Dewgong,Platinum Redux 2.9.3 TC6,National Dex 087 changed-type visual,Water/Ice,Ground/Ice,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/025_087_DEWGONG/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,26,89,Platinum Redux Muk,Muk,Platinum Redux 2.9.3 TC6,National Dex 089 changed-type visual,Poison,Poison/Psychic,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/026_089_MUK/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,27,90,Platinum Redux Shellder,Shellder,Platinum Redux 2.9.3 TC6,National Dex 090 changed-type visual,Water,Grass/Steel,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/027_090_SHELLDER/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,28,91,Platinum Redux Cloyster,Cloyster,Platinum Redux 2.9.3 TC6,National Dex 091 changed-type visual,Water/Ice,Grass/Steel,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/028_091_CLOYSTER/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,29,97,Platinum Redux Hypno,Hypno,Platinum Redux 2.9.3 TC6,National Dex 097 changed-type visual,Psychic,Psychic/Normal,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/029_097_HYPNO/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,30,99,Platinum Redux Kingler,Kingler,Platinum Redux 2.9.3 TC6,National Dex 099 changed-type visual,Water,Water/Steel,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/030_099_KINGLER/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,31,101,Platinum Redux Electrode,Electrode,Platinum Redux 2.9.3 TC6,National Dex 101 changed-type visual,Electric,Electric/Rock,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/031_101_ELECTRODE/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,32,105,Platinum Redux Marowak,Marowak,Platinum Redux 2.9.3 TC6,National Dex 105 changed-type visual,Ground,Ground/Ghost,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/032_105_MAROWAK/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,33,106,Platinum Redux Hitmonlee,Hitmonlee,Platinum Redux 2.9.3 TC6,National Dex 106 changed-type visual,Fighting,Fighting/Dark,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/033_106_HITMONLEE/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,34,107,Platinum Redux Hitmonchan,Hitmonchan,Platinum Redux 2.9.3 TC6,National Dex 107 changed-type visual,Fighting,Fighting/Ice,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/034_107_HITMONCHAN/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,35,110,Platinum Redux Weezing,Weezing,Platinum Redux 2.9.3 TC6,National Dex 110 changed-type visual,Poison,Poison/Electric,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/035_110_WEEZING/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,36,115,Platinum Redux Kangaskhan,Kangaskhan,Platinum Redux 2.9.3 TC6,National Dex 115 changed-type visual,Normal,Normal/Rock,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/036_115_KANGASKHAN/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,37,118,Platinum Redux Goldeen,Goldeen,Platinum Redux 2.9.3 TC6,National Dex 118 changed-type visual,Water,Electric/Normal,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/037_118_GOLDEEN/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,38,119,Platinum Redux Seaking,Seaking,Platinum Redux 2.9.3 TC6,National Dex 119 changed-type visual,Water,Electric/Normal,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/038_119_SEAKING/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,39,122,Platinum Redux Mr. Mime,Mr. Mime,Platinum Redux 2.9.3 TC6,National Dex 122 changed-type visual,Psychic,Psychic/Ice,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/039_122_MR_MIME/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,40,127,Platinum Redux Pinsir,Pinsir,Platinum Redux 2.9.3 TC6,National Dex 127 changed-type visual,Bug,Bug/Dark,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/040_127_PINSIR/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,41,128,Platinum Redux Tauros,Tauros,Platinum Redux 2.9.3 TC6,National Dex 128 changed-type visual,Normal,Normal/Dragon,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/041_128_TAUROS/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,42,130,Platinum Redux Gyarados,Gyarados,Platinum Redux 2.9.3 TC6,National Dex 130 changed-type visual,Water/Flying,Water/Dragon,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/042_130_GYARADOS/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,43,131,Platinum Redux Lapras,Lapras,Platinum Redux 2.9.3 TC6,National Dex 131 changed-type visual,Water/Ice,Dragon/Ice,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/043_131_LAPRAS/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,44,132,Platinum Redux Ditto,Ditto,Platinum Redux 2.9.3 TC6,National Dex 132 changed-type visual,Normal,Fighting/Ghost,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/044_132_DITTO/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,45,134,Platinum Redux Vaporeon,Vaporeon,Platinum Redux 2.9.3 TC6,National Dex 134 changed-type visual,Water,Water/Poison,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/045_134_VAPOREON/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,46,135,Platinum Redux Jolteon,Jolteon,Platinum Redux 2.9.3 TC6,National Dex 135 changed-type visual,Electric,Electric/Bug,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/046_135_JOLTEON/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,47,136,Platinum Redux Flareon,Flareon,Platinum Redux 2.9.3 TC6,National Dex 136 changed-type visual,Fire,Fire/Ghost,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/047_136_FLAREON/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,48,139,Platinum Redux Omastar,Omastar,Platinum Redux 2.9.3 TC6,National Dex 139 changed-type visual,Rock/Water,Ghost/Water,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/048_139_OMASTAR/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,49,141,Platinum Redux Kabutops,Kabutops,Platinum Redux 2.9.3 TC6,National Dex 141 changed-type visual,Rock/Water,Rock/Ghost,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/049_141_KABUTOPS/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
2,50,143,Platinum Redux Snorlax,Snorlax,Platinum Redux 2.9.3 TC6,National Dex 143 changed-type visual,Normal,Normal/Grass,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/050_143_SNORLAX/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
3,51,149,Platinum Redux Dragonite,Dragonite,Platinum Redux 2.9.3 TC6,National Dex 149 changed-type visual,Dragon/Flying,Dragon/Normal,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/051_149_DRAGONITE/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
3,52,150,Platinum Redux Mewtwo,Mewtwo,Platinum Redux 2.9.3 TC6,National Dex 150 changed-type visual,Psychic,Psychic/Normal,Converted Platinum Redux retyped/regional visual candidate,COMPLETE normal+shiny front/back review conversion,ICON CONVERSION PENDING - battle art review does not depend on icon,candidates/052_150_MEWTWO/preview.png,PENDING USER APPROVAL,Art review only; no Mercury integration and no automatic new roster slot,"Extracted from Platinum Redux NDS Pokemon NARC, Platinum-decrypted, first static frame used, nearest-neighbor fit to 64x64 GBA review canvas.",,
